description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: AGP 8x, PCI, PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 550 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2 Max TDP: 27 W",,65,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1550&id=613,"ASUS Radeon X1550, ASUS X1550 Series, ATI Radeon X1550, ATI Radeon X1550 Secondary, Connect3D Radeon X1550, Diamond Radeon X1550, GeCube Radeon X1550, GIGABYTE Radeon X1550, HIS Radeon X1550, MSI Radeon X1550, Radeon X1300 / X1550 Series, Radeon X1550 (support up to 512MB HM)",0.58,Radeon X1550
,,86,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1300+PRO&id=159,"256MB ATI Radeon X1300PRO, 256MB ATI Radeon X1300PRO Secondary, GIGABYTE Radeon X1300 Pro",NA,Radeon X1300 PRO
"Bus Interface: AGP 8x, PCI, PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,58,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1300&id=154,"128MB ATI Radeon X1300, 128MB ATI Radeon X1300 Secondary, 3DP Edition v10.04 (Radeon X1300 Series), ASUS X1300, ASUS X1300 Series, Radeon X1300 Series, VisionTek Radeon X1300, VisionTek Radeon X1300 Secondary",0.57,Radeon X1300
,,31,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1270&id=612,ATI Radeon X1270,NA,Radeon X1270
,,33,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1200&id=610,ATI Radeon X1200,NA,Radeon X1200
,,37,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1250&id=611,ATI Radeon X1250,NA,Radeon X1250
"Bus Interface: PCIe 3.0 x16 , Max Memory Size: 16384 MB, Core Clock(s): 1382 MHz, Memory Clock(s): 945 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 350 W",,11486,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+Frontier+Edition&id=3775,Radeon Vega Frontier Edition,13.51,Radeon Vega Frontier Edition
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 666 MHz, Graphics API Support: DirectX 9 OpenGL 2",,50,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1050&id=609,"ASUS X1050 Series, ASUS X1050 Series Secondary, ATI Radeon X1050, ATI Radeon X1050 Secondary, ATI Radeon X1050 Series, ATI Radeon X1050 Series Secondary, Diamond Radeon X1050, GigaByte Radeon X1050, Radeon X1050, Radeon X1050 Secondary, Radeon X1050 Series (Omega 3.8.442), Radeon X1050 Series Secondary (Omega 3.8.442), Sapphire Radeon X1050, VisionTek Radeon X1050",NA,Radeon X1050
,,1686,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Mobile&id=3845,AMD Radeon(TM) Vega 8 Mobile Graphics,NA,Radeon Vega 8 Mobile
,,2031,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8&id=3895,AMD Radeon(TM) Vega 8 Graphics,NA,Radeon Vega 8
,,1286,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10+Mobile&id=3857,AMD Radeon(TM) Vega 10 Mobile Graphics,NA,Radeon Vega 10 Mobile
,,2148,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+TM+R9+A360&id=3473,AMD Radeon TM R9 A360,NA,Radeon TM R9 A360
,,7709,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GH&id=3915,Radeon RX Vega M GH Graphics,NA,Radeon RX Vega M GH
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1247 MHz, Memory Clock(s): 1890 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 295 W",,11706,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+64&id=3808,"AMD Radeon RX Vega 64, Radeon RX Vega, Radeon(TM) RX Vega",13.01,Radeon RX Vega 64
,,5629,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GL&id=3903,Radeon RX Vega M GL Graphics,NA,Radeon RX Vega M GL
,,11182,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+56&id=3821,AMD Radeon RX Vega 56,NA,Radeon RX Vega 56
,,2392,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11&id=3893,AMD Radeon(TM) RX Vega 11 Graphics,NA,Radeon RX Vega 11
Bus Interface: PCIe 3.0 x16,,12298,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega&id=3817,Radeon(TM) RX Vega,16.40,Radeon RX Vega
,,1983,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10&id=3905,AMD Radeon(TM) RX Vega 10 Graphics,NA,Radeon RX Vega 10
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1257 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 185 W",,8282,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580&id=3736,"AMD Radeon (TM) RX 580, AMD Radeon RX 580, Radeon (TM) RX 580 Graphics, Radeon RX 580 Series, Radeon(TM) RX 580",20.71,Radeon RX 580
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1168 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 150 W",,6764,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+570&id=3741,"AMD Radeon (TM) RX 570, Radeon (TM) RX 570, Radeon RX 570 Series",18.28,Radeon RX 570
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): 1175 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 80 W",,4503,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+560&id=3708,"AMD Radeon (TM) RX 560, AMD Radeon RX 560, AMD Radeon(TM) RX 560, Radeon (TM) RX 560, Radeon RX 560 Series, Radeon(TM) RX 560 Graphics",29.05,Radeon RX 560
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): 1100 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 50 W",,3519,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+550&id=3761,"ASUS Radeon RX 550 Series, Radeon (TM) RX 550, Radeon RX 550 Series, Radeon(TM) RX 550",36.42,Radeon RX 550
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1266 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 150 W",,8112,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+480&id=3533,"AMD Radeon (TM) RX 480, AMD Radeon RX 480, ASUS Radeon (TM) RX 480 Series, Radeon (TM) RX 480 Graphics, Radeon(TM) RX 480",18.07,Radeon RX 480
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 926 MHz, Memory Clock(s): 1650 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 120 W",,7451,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+470&id=3558,"AMD Radeon RX 470, Radeon (TM) RX 470 Graphics, Radeon (TM) RX 470 Series",18.63,Radeon RX 470
"Bus Interface: PCI-E 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 75 W",,3593,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M470X&id=3574,"AMD Radeon (TM) R9 M470X, Radeon (TM) R9 M470X",NA,Radeon R9 M470X
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): 1090 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 75 W",,4336,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+460&id=3557,"AMD Radeon (TM) RX 460, AMD Radeon (TM) RX 460 Graphics, AMD Radeon RX 460, ASUS Radeon (TM) RX 460 Series, Radeon (TM) RX 460 Graphics, Radeon(TM) RX 460, Radeon(TM) RX 460 Graphics",43.37,Radeon RX 460
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1365 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 125 W",,5762,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395X&id=3340,"AMD RADEON R9 M395X, AMD Radeon R9 M395X (Bootcamp edition by bootcampdrivers.com)",NA,Radeon R9 M395X
"Bus Interface: PCIe 3.0 ×16, Max Memory Size: 4096 MB, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 75 W",,2118,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M470&id=3606,AMD Radeon(TM) R9 M470,NA,Radeon R9 M470
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 723 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 100 W",,4176,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M390X&id=3405,"AMD Radeon (TM) R9 M390X, AMD RADEON R9 M390X",NA,Radeon R9 M390X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Memory Clock(s): 1365 MHz, Graphics API Support: DirectX 12 OpenGL 4.3 Max TDP: 125 W",,5164,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395&id=3346,"AMD RADEON R9 M395, AMD Radeon R9 M395 (Bootcamp XG edition by bootcampdrivers.com)",NA,Radeon R9 M395
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,3095,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M380&id=3339,"AMD Radeon (TM) R9 M380, AMD Radeon R9 M380",NA,Radeon R9 M380
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,2062,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375X&id=3337,AMD Radeon (TM) R9 M375X,NA,Radeon R9 M375X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 800 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 50 W",,1955,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M370X&id=3299,AMD Radeon R9 M370X,NA,Radeon R9 M370X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1100 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,1210,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375&id=3263,"AMD Radeon (TM) R9 M375, AMD Radeon(TM) R9 M375",NA,Radeon R9 M375
,,1945,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M360&id=3479,AMD Radeon (TM) R9 M360,NA,Radeon R9 M360
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 750 MHz, Memory Clock(s): 1375 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 125 W",,5150,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M295X&id=2985,"AMD RADEON R9 M295X, AMD Radeon R9 M295X (Bootcamp XG edition by bootcampdrivers.com)",NA,Radeon R9 M295X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 850 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 100 W",,4187,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M290X&id=2918,"AMD Radeon R9 M290X, AMD Radeon R9 M290X (Bootcamp XG edition by bootcampdrivers.com), AMD Radeon(TM) R9 M290X",NA,Radeon R9 M290X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 900 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 50 W",,1490,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M275X+%2F+M375&id=3035,"AMD Radeon R9 M275X, AMD Radeon R9 M275X / M375",NA,Radeon R9 M275X / M375
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 725 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,1418,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M270X&id=3085,AMD Radeon R9 M270X,NA,Radeon R9 M270X
,,1112,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M275&id=3010,AMD Radeon R9 M275,1.59,Radeon R9 M275
"Bus Interface: PCIe 3.0x16, Max Memory Size: 4096 MB, Core Clock(s): 1050 MHz, Graphics API Support: DirectX 12 OpenGL 4.58 Max TDP: 275 W",,8426,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury+%2B+Fury+X&id=3245,"AMD Radeon (TM) R9 Fury Series, AMD Radeon R9 Fury X",21.07,Radeon R9 Fury + Fury X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 575 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,1276,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M265X&id=2999,AMD Radeon R9 M265X,NA,Radeon R9 M265X
,,9365,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury&id=3256,AMD Radeon R9 Fury,23.41,Radeon R9 Fury
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1050 MHz, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 275 W",,8518,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390X&id=3467,"AMD Radeon R9 390X, ASUS R9 390X Series",NA,Radeon R9 390X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 275 W",,8047,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390&id=3464,AMD Radeon R9 390,NA,Radeon R9 390
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 970 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 190 W",,6157,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+380X&id=3266,"AMD Radeon (TM) R9 380 Series, AMD Radeon R9 380X, ASUS R9 380X Series",24.63,Radeon R9 380X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 918 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 190 W",,6088,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+380&id=3460,"AMD Radeon (TM) R9 380, AMD Radeon R9 380",22.97,Radeon R9 380
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 950 MHz, Memory Clock(s): 1150 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 150 W",,4722,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+370&id=3469,AMD Radeon (TM) R9 370,NA,Radeon R9 370
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.4 Max TDP: 85 W",,3039,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+360&id=3327,"AMD Radeon (TM) R9 360, AMD Radeon R9 360",5.86,Radeon R9 360
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 925 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 12 OpenGL 4.3 Max TDP: 60 W",,2265,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+350&id=3589,AMD Radeon (TM) R9 350,16.18,Radeon R9 350
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 5000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 290 W",,7383,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290X+%2F+390X&id=2697,"AMD Radeon (TM) R9 390 Series, AMD Radeon R9 200 Series, AMD Radeon R9 290X, AMD Radeon R9 290X / 390X, ASUS R9 290X Series",16.41,Radeon R9 290X / 390X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1018 MHz, Memory Clock(s): 5000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 500 W",,7602,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+295X2&id=2878,"AMD Radeon R9 295X2, ASUS R9 295X2 Series",6.91,Radeon R9 295X2
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 947 MHz, Memory Clock(s): 5000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 275 W",,7094,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290+%2F+390&id=2719,"AMD Radeon (TM) R9 390 Series, AMD Radeon R9 200 Series, AMD Radeon R9 290, AMD Radeon R9 290 / 390, AMD Radeon R9 290 Series, ASUS R9 290 Series, ASUS R9 390 Series",23.65,Radeon R9 290 / 390
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 918 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.4 Max TDP: 190 W",,5552,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+285+%2F+380&id=3116,"AMD Radeon (TM) R9 380 Series, AMD Radeon R9 285, AMD Radeon R9 285 / 380",22.00,Radeon R9 285 / 380
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 850 MHz, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 250 W",,5837,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280X&id=3466,AMD Radeon R9 280X,NA,Radeon R9 280X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 827 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 250 W",,5395,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280&id=3465,AMD Radeon R9 280,NA,Radeon R9 280
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 5600 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 180 W",,4678,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270X&id=2702,"AMD Radeon R9 200 Series, AMD Radeon R9 270X, ASUS R9 270X Series",20.34,Radeon R9 270X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 900,975 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 150 W",,4263,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270+%2F+R7+370&id=2766,"AMD Radeon R9 200 Series, AMD Radeon R9 270, AMD Radeon R9 270 / R7 370, AMD Radeon(TM) R9 270, ASUS R9 270 Series",23.68,Radeon R9 270 / R7 370
,,3018,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+260&id=3496,AMD Radeon R9 260,NA,Radeon R9 260
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 900 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.4",,1766,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+255&id=2888,"AMD Radeon (TM) R9 255, AMD Radeon R9 255",5.09,Radeon R9 255
,,1083,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-9600&id=3613,AMD Radeon R7 Graphics PRO A8-9600,NA,Radeon R7 PRO A8-9600
,,1248,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-8670E&id=3806,AMD Radeon R7 Graphics PRO A8-8670E,NA,Radeon R7 PRO A8-8670E
,,893,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-8650B&id=3382,"AMD Radeon R7 PRO A8-8650B , AMD Radeon R7 PRO A8-8650B R7, 10 Compute Cores 4C+6G",NA,Radeon R7 PRO A8-8650B
,,1061,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-9800E&id=3663,AMD Radeon R7 Graphics PRO A12-9800E,NA,Radeon R7 PRO A12-9800E
,,1347,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-9800&id=3662,AMD Radeon R7 Graphics PRO A12-9800,NA,Radeon R7 PRO A12-9800
,,917,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-9800B&id=3645,AMD Radeon(TM) R7 Graphics PRO A12-9800B,NA,Radeon R7 PRO A12-9800B
,,1378,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8870&id=3657,AMD Radeon R7 Graphics PRO A12-8870,NA,Radeon R7 PRO A12-8870
,,1160,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8870E&id=3627,AMD Radeon R7 Graphics PRO A12-8870E,NA,Radeon R7 PRO A12-8870E
,,732,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8830B&id=3819,AMD Radeon(TM) R7 Graphics PRO A12-8830B,NA,Radeon R7 PRO A12-8830B
,,783,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8800B&id=3622,"AMD Radeon (TM) R7 Graphics PRO A12-8800B , AMD Radeon R7 Graphics PRO A12-8800B , AMD Radeon(TM) R7 Graphics PRO A12-8800B",NA,Radeon R7 PRO A12-8800B
,,1083,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700B&id=3882,AMD Radeon(TM) R7 Graphics PRO A10-9700B,NA,Radeon R7 PRO A10-9700B
,,1128,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700E&id=3679,AMD Radeon R7 Graphics PRO A10-9700E,NA,Radeon R7 PRO A10-9700E
,,1371,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700&id=3678,AMD Radeon R7 Graphics PRO A10-9700,NA,Radeon R7 PRO A10-9700
,,945,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8850B&id=3529,"AMD Radeon R7 PRO A10-8850B , AMD Radeon R7 PRO A10-8850B R7, 12 Compute Cores 4C+8G",NA,Radeon R7 PRO A10-8850B
,,1320,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8770&id=3664,AMD Radeon R7 Graphics PRO A10-8770,NA,Radeon R7 PRO A10-8770
,,1185,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8770E&id=3665,AMD Radeon R7 Graphics PRO A10-8770E,NA,Radeon R7 PRO A10-8770E
,,922,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8750B&id=3362,"AMD Radeon R7 PRO A10-8750B , AMD Radeon R7 PRO A10-8750B R7, 12 Compute Cores 4C+8G",NA,Radeon R7 PRO A10-8750B
,,826,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+Opteron+X3421&id=3823,AMD Radeon R7 Graphics Opteron X3421,NA,Radeon R7 Opteron X3421
,,1306,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M465&id=3671,"AMD Radeon(TM) R7 M465, Radeon(TM) R7 M465",NA,Radeon R7 M465
,,1059,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M460&id=3551,"AMD Radeon (TM) R7 M460, AMD Radeon R7 M460",NA,Radeon R7 M460
,,940,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M440&id=3562,"AMD Radeon R7 M440, AMD Radeon(TM) R7 M440, Radeon (TM) R7 M440",NA,Radeon R7 M440
,,1003,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M445&id=3598,Radeon (TM) R7 M445,NA,Radeon R7 M445
,,1385,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M370&id=3416,"AMD Radeon (TM) R7 M370, AMD Radeon R7 M370",NA,Radeon R7 M370
,,902,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M365X&id=3493,AMD Radeon R7 M365X,NA,Radeon R7 M365X
,,1199,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M350&id=3567,AMD Radeon (TM) R7 M350,NA,Radeon R7 M350
,,766,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M340&id=3376,"AMD Radeon (TM) R7 M340, AMD Radeon R7 M340",NA,Radeon R7 M340
,,745,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M270&id=3074,AMD Radeon R7 M270,NA,Radeon R7 M270
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): 725 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,815,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M265&id=2994,"AMD Radeon R7 M265, AMD Radeon R7 M265 Series, AMD Radeon(TM) R7 M265",NA,Radeon R7 M265
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,708,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M360&id=3228,"AMD Radeon (TM) R7 M360, AMD Radeon R7 M360, AMD Radeon(TM) R7 M360",NA,Radeon R7 M360
,,1817,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+FX-9830P+RADEON&id=3632,"AMD Radeon R7 Graphics FX-9830P RADEON , AMD Radeon(TM) R7 Graphics FX-9830P RADEON",NA,Radeon R7 FX-9830P RADEON
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): Unknown MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,657,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M260&id=3030,"AMD Radeon (TM) R7 M260, AMD Radeon R7 M260, AMD Radeon R7 M260 (Engineering Sample - WDDM v2.0), AMD Radeon R7 M260 Series, AMD Radeon. R7 M260",0.82,Radeon R7 M260
,,853,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+FX-9800P+RADEON&id=3623,"AMD Radeon R7 Graphics FX-9800P RADEON , AMD Radeon(TM) R7 Graphics FX-9800P RADEON",NA,Radeon R7 FX-9800P RADEON
